molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"screen_liperp.csv:2503",0,0,0,0,0,5,0,-2,302.307,7.274,569.816,43.303,193.498,293.903,39.112,966.062,1.000,4.700,0.0547696,0.0082483,0.8294058,32.104,10.523,15.690,9.411,2.176,-5.280,-5.447,-5.694,144.862,-1.517,100.391,-3.570,8.983,1.516,1,0.126,3,78.365,39.112,0.000,74.845,3,0,16,0,16,0,23,0,0.000
"screen_liperp.csv:1452",1,0,0,0,0,2,1,-1,289.333,11.045,549.951,103.047,151.531,295.374,0.000,950.817,2.000,5.000,0.1283010,0.0128576,0.8502999,33.434,10.633,18.545,11.496,2.334,-4.170,-3.805,-5.363,362.187,-0.954,165.047,-3.080,8.231,1.031,0,0.144,3,86.412,0.000,0.000,79.967,3,0,17,0,12,0,22,0,0.016
"screen_liperp.csv:1729",1,0,0,0,0,2,1,-2,288.305,6.125,556.749,109.333,170.863,276.553,0.000,939.339,1.000,6.000,0.0399399,0.0107768,0.8331444,32.795,10.237,16.203,11.036,1.821,-4.976,-4.436,-5.551,237.469,-1.198,104.582,-3.502,9.059,1.350,0,-0.062,3,80.126,0.000,0.000,90.590,4,0,15,0,12,0,22,0,0.001
"screen_liperp.csv:3115",0,0,0,0,0,2,0,-2,304.366,11.303,570.442,0.000,166.137,378.862,25.443,968.410,2.000,4.000,0.1319271,0.0099166,0.8298373,34.936,11.613,18.852,11.236,2.896,-5.906,-5.744,-6.092,263.281,-1.103,161.164,-3.055,9.041,1.496,2,0.335,3,87.223,0.000,0.000,77.511,3,0,17,0,17,0,22,1,0.000
"screen_liperp.csv:2281",0,0,0,0,0,3,0,-2,292.355,7.445,549.202,83.165,183.268,247.641,35.128,929.433,2.000,4.000,0.0596395,0.0103001,0.8386453,31.481,10.515,16.559,10.192,2.423,-5.421,-5.388,-5.324,181.121,-1.268,121.544,-3.737,8.890,1.056,3,0.196,3,81.549,0.000,0.000,79.013,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:2661",0,0,0,0,0,2,0,-1,286.717,5.124,520.501,86.714,156.359,205.894,71.533,872.807,2.000,4.000,0.0300757,0.0108681,0.8485725,29.458,9.757,15.479,9.889,2.355,-4.256,-4.278,-4.964,325.945,-0.829,363.056,-3.484,9.174,1.156,2,0.099,3,85.718,0.000,0.000,79.505,4,0,15,0,15,0,20,0,0.005
"screen_liperp.csv:230",0,0,0,0,0,4,0,-1,289.311,7.836,549.190,0.000,128.419,378.406,42.365,932.681,1.500,3.500,0.0658377,0.0078053,0.8406155,32.217,10.453,15.854,9.265,3.288,-5.503,-5.727,-5.916,599.928,-0.785,485.932,-2.169,8.610,1.331,1,0.281,3,95.919,42.365,0.000,60.981,3,0,18,0,18,0,22,0,0.006
"screen_liperp.csv:1589",0,0,0,0,0,3,0,-2,304.304,5.625,613.608,158.109,151.073,304.426,0.000,1009.653,2.000,6.000,0.0313391,0.0138285,0.7932106,35.233,11.164,18.176,12.472,2.285,-4.794,-3.983,-6.330,365.825,-1.218,166.840,-2.943,9.625,1.471,2,0.047,3,86.200,0.000,0.000,92.706,5,0,16,0,16,0,23,0,0.006
"screen_liperp.csv:1921",1,0,0,0,0,3,0,-1,286.332,5.653,556.635,92.687,122.947,341.002,0.000,956.962,1.000,4.000,0.0333991,0.0071860,0.8437054,33.474,10.563,15.143,8.957,3.158,-5.499,-5.394,-5.687,676.073,-0.769,324.036,-2.296,8.673,1.165,0,0.326,3,96.085,0.000,0.000,63.273,3,0,16,0,16,0,22,0,0.005
"screen_liperp.csv:108",0,0,0,0,0,3,1,-1,281.313,7.112,532.672,96.038,139.178,297.456,0.000,920.148,0.000,4.500,0.0549659,0.0000000,0.8589025,31.585,9.840,13.643,7.742,2.492,-3.467,-3.784,-5.234,474.323,-0.875,220.915,-2.749,9.102,0.630,1,-0.042,3,89.432,0.000,0.000,78.868,5,0,17,0,17,3,21,0,0.171
"screen_liperp.csv:2799",0,0,0,0,0,3,0,-2,287.320,1.663,558.864,70.124,206.583,282.157,0.000,946.681,2.000,5.000,0.0029219,0.0126526,0.8343112,32.500,10.833,16.665,11.581,1.898,-5.163,-5.006,-5.559,108.861,-1.596,45.012,-4.045,9.063,1.404,3,0.081,3,74.517,0.000,0.000,91.385,4,0,16,0,16,0,22,0,0.000
"screen_liperp.csv:226",0,0,0,0,0,1,0,0,288.305,4.259,518.357,0.000,124.273,394.084,0.000,884.964,2.000,4.000,0.0204986,0.0109130,0.8599761,32.384,10.528,16.233,11.141,2.604,-4.071,-4.548,-5.677,656.781,-0.617,314.053,-2.326,8.651,1.454,2,0.178,3,92.616,0.000,0.000,70.306,4,0,19,0,19,0,22,0,0.116
"screen_liperp.csv:2766",1,0,0,0,0,3,0,-1,283.344,4.991,521.451,0.000,140.430,381.021,0.000,883.547,2.000,4.500,0.0281914,0.0122043,0.8539608,30.918,10.508,16.069,11.221,2.284,-3.671,-4.101,-5.712,461.530,-0.901,214.482,-2.477,8.779,1.195,0,0.012,3,88.001,0.000,0.000,64.817,3,0,16,0,16,0,20,0,0.201
"screen_liperp.csv:662",0,0,0,0,0,2,0,0,282.341,8.351,543.482,212.657,113.832,216.992,0.000,935.881,1.000,2.000,0.0745233,0.0036800,0.8513875,32.088,9.445,13.949,6.271,3.756,-5.110,-4.569,-4.972,824.950,-0.604,401.808,-2.661,8.656,1.173,3,0.690,3,100.000,0.000,0.000,57.174,4,0,17,0,12,4,21,0,0.005
"screen_liperp.csv:2134",0,0,0,0,0,3,0,-2,318.392,4.737,576.507,146.566,162.664,227.475,39.803,1002.236,2.000,4.000,0.0223863,0.0098123,0.8401182,34.202,10.983,16.911,9.982,3.014,-5.910,-5.708,-5.204,284.028,-1.056,209.672,-3.428,8.907,1.263,3,0.386,3,88.501,0.000,0.000,76.772,3,0,18,3,15,3,23,1,0.000
"screen_liperp.csv:2657",0,0,0,0,0,1,0,0,286.717,5.824,512.758,87.269,118.887,235.002,71.601,861.148,2.000,4.000,0.0393942,0.0110322,0.8536977,29.911,9.605,15.673,10.034,2.580,-4.288,-4.278,-5.020,738.753,-0.409,879.916,-2.787,8.808,0.888,4,0.114,3,93.395,0.000,0.000,72.130,4,0,15,0,15,0,20,0,0.024
"screen_liperp.csv:3114",0,0,0,0,0,3,0,-2,304.366,9.963,581.793,0.000,182.386,358.709,40.698,977.598,2.000,4.000,0.1015449,0.0097231,0.8187858,34.469,11.760,18.325,11.022,2.869,-6.006,-5.744,-6.175,184.644,-1.331,133.134,-3.329,9.248,1.131,2,0.311,3,84.310,0.000,0.000,78.593,3,0,17,0,17,0,22,1,0.000
"screen_liperp.csv:569",0,0,0,0,0,2,0,-2,290.321,9.173,559.012,138.859,165.787,254.366,0.000,945.904,2.000,4.000,0.0889587,0.0101194,0.8336342,32.846,10.340,17.209,10.350,2.518,-4.599,-4.463,-5.437,265.304,-1.148,117.892,-3.487,9.115,0.897,3,0.278,3,85.068,0.000,0.000,80.457,4,0,18,0,18,1,22,0,0.002
"screen_liperp.csv:2294",0,0,0,0,0,2,0,-1,292.355,10.966,538.079,88.351,162.746,241.127,45.855,920.212,2.000,4.000,0.1306866,0.0105130,0.8503103,31.691,10.351,17.616,10.205,2.548,-5.441,-5.388,-5.104,283.519,-0.945,225.866,-3.477,8.833,1.353,3,0.221,3,85.761,0.000,0.000,78.312,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:2165",0,0,0,0,0,2,0,0,296.755,6.687,541.294,77.788,115.471,286.128,61.907,924.125,2.000,3.500,0.0483808,0.0091443,0.8476548,32.278,10.477,16.334,9.711,3.197,-4.697,-4.708,-5.362,795.963,-0.477,844.020,-2.448,8.815,1.265,2,0.307,3,100.000,0.000,0.000,61.072,3,0,16,0,16,0,21,0,0.021
"screen_liperp.csv:467",0,0,0,0,0,3,0,-2,292.293,11.542,539.100,0.000,208.631,330.469,0.000,912.900,2.000,3.500,0.1459272,0.0091815,0.8441986,31.610,10.884,17.618,10.398,2.297,-4.227,-4.619,-5.629,104.101,-1.569,42.888,-3.912,9.144,1.692,2,0.233,3,76.503,0.000,0.000,97.735,5,0,16,0,16,0,22,0,0.002
"screen_liperp.csv:203",0,0,0,0,0,4,0,-2,286.332,5.643,542.301,81.178,169.224,291.900,0.000,936.784,1.500,4.500,0.0339966,0.0101629,0.8537895,31.555,10.495,15.621,9.908,2.384,-4.900,-5.189,-5.290,246.122,-1.225,108.707,-3.226,8.456,1.290,1,0.128,3,83.702,0.000,0.000,78.261,3,0,16,0,16,0,22,0,0.002
"screen_liperp.csv:2169",0,0,0,0,0,2,0,0,296.755,4.584,541.014,69.275,132.669,276.372,62.699,920.950,2.000,3.500,0.0228202,0.0091490,0.8461490,32.058,10.497,15.974,9.761,3.050,-4.696,-4.708,-5.339,546.768,-0.639,568.082,-2.799,8.928,1.286,3,0.298,3,93.803,0.000,0.000,65.073,3,0,16,0,16,0,21,0,0.009
"screen_liperp.csv:866",0,0,0,0,0,3,0,-1,293.755,3.221,544.292,77.659,140.190,260.122,66.320,923.057,1.500,3.500,0.0112426,0.0078756,0.8423366,31.345,10.355,14.823,8.758,3.099,-5.684,-5.696,-5.324,463.953,-0.772,497.910,-2.899,8.389,1.171,3,0.298,3,92.819,0.000,0.000,62.634,3,0,16,0,16,0,21,0,0.001
"screen_liperp.csv:3096",0,0,0,0,0,1,0,0,281.286,6.804,532.051,0.000,111.165,389.791,31.095,890.602,2.000,3.000,0.0519756,0.0079741,0.8413961,32.568,10.179,16.216,10.082,3.191,-4.616,-4.632,-5.957,874.424,-0.467,633.431,-2.099,8.907,0.731,2,0.335,3,100.000,31.095,0.000,60.376,3,0,17,0,17,0,21,0,0.045
"screen_liperp.csv:946",0,0,1,0,0,4,0,-1,292.337,8.372,532.950,181.827,123.828,227.295,0.000,940.299,1.000,4.500,0.0745356,0.0084436,0.8709419,31.079,9.713,15.007,8.405,2.782,-3.752,-4.080,-4.704,663.191,-0.766,317.368,-4.680,8.555,0.928,1,0.156,3,93.734,0.000,0.000,85.486,4,0,13,0,13,1,22,0,0.001
"screen_liperp.csv:2869",0,0,0,0,0,1,0,0,292.337,6.784,556.906,246.621,121.142,189.143,0.000,950.476,2.000,4.000,0.0484217,0.0101576,0.8394800,33.048,9.629,16.450,9.819,2.782,-4.726,-4.373,-5.031,703.251,-0.643,338.138,-2.990,8.674,0.743,6,0.336,3,94.192,0.000,0.000,72.681,4,0,18,0,18,3,22,0,0.006
"screen_liperp.csv:894",1,0,0,0,0,2,2,-2,290.226,11.017,480.618,0.000,182.666,238.733,59.219,808.239,1.000,3.500,0.1501602,0.0072823,0.8730876,27.187,8.538,14.788,8.234,2.128,-3.751,-4.537,-4.724,183.518,-1.009,167.061,-3.853,9.588,1.786,1,0.074,3,79.921,59.219,0.000,88.567,5,0,15,0,15,1,21,0,0.007
"screen_liperp.csv:2378",1,0,0,0,0,3,0,-1,287.320,7.408,580.838,94.192,125.052,361.594,0.000,968.316,1.000,5.000,0.0566671,0.0086083,0.8149325,34.125,10.760,16.178,10.155,2.817,-5.558,-5.035,-6.251,645.703,-0.873,308.332,-2.262,8.601,1.157,0,0.153,3,93.736,0.000,0.000,72.998,4,0,16,0,16,0,22,0,0.004
"screen_liperp.csv:1997",0,0,0,0,0,1,0,0,285.729,4.442,513.453,60.786,111.043,287.092,54.532,870.581,2.000,3.000,0.0226640,0.0082630,0.8587574,30.786,9.916,15.188,9.346,3.056,-4.474,-4.601,-5.187,876.756,-0.367,853.758,-2.459,8.702,0.995,3,0.289,3,100.000,0.000,0.000,60.752,3,0,15,0,15,0,20,0,0.033
"screen_liperp.csv:2269",0,0,0,0,0,3,0,-2,294.352,8.621,563.595,187.762,153.763,222.070,0.000,976.853,2.000,4.000,0.0760870,0.0100371,0.8447938,33.134,10.368,17.032,9.839,2.761,-4.515,-4.427,-5.102,344.954,-1.054,156.576,-3.283,9.137,0.794,1,0.322,3,88.535,0.000,0.000,77.648,4,0,15,0,15,0,22,0,0.005
"screen_liperp.csv:1650",0,0,0,0,0,2,0,0,292.312,3.132,549.924,146.357,117.407,239.308,46.852,943.310,1.000,4.000,0.0103964,0.0072737,0.8458603,32.598,9.376,14.599,8.449,3.170,-5.748,-5.514,-5.167,763.002,-0.536,666.851,-2.648,8.526,1.248,4,0.332,3,100.000,46.852,0.000,61.592,3,0,16,0,16,0,22,1,0.001
"screen_liperp.csv:1082",0,0,0,0,0,3,0,0,310.232,10.690,537.937,0.739,144.410,267.051,125.737,891.680,1.000,3.500,0.1281661,0.0065063,0.8328619,30.155,8.685,15.573,8.107,3.190,-4.887,-4.828,-5.510,423.114,-0.697,953.629,-2.952,9.609,1.618,1,0.240,3,92.630,125.737,0.000,81.530,5,0,12,0,12,0,22,0,0.004
"screen_liperp.csv:2523",1,0,0,0,0,1,0,0,279.295,4.071,552.074,94.262,112.750,345.062,0.000,925.055,1.000,5.000,0.0179169,0.0090568,0.8316608,33.520,10.162,15.463,10.331,2.621,-4.449,-3.877,-5.901,844.683,-0.584,412.206,-2.286,8.936,1.021,0,0.132,3,94.673,0.000,0.000,73.521,4,0,16,0,16,0,21,0,0.057
"screen_liperp.csv:2062",0,0,0,0,0,2,0,0,291.349,4.045,552.523,170.505,111.077,270.941,0.000,957.394,2.000,3.000,0.0170898,0.0076787,0.8502406,33.464,10.239,15.713,9.090,3.369,-4.755,-4.454,-5.247,876.108,-0.581,428.807,-2.420,8.951,0.659,3,0.473,3,100.000,0.000,0.000,61.922,3,0,19,4,15,4,22,0,0.019
"screen_liperp.csv:1195",0,1,0,0,0,3,0,1,298.316,8.387,532.500,112.834,142.199,248.006,29.461,922.026,2.000,2.000,0.0762922,0.0053116,0.8603489,31.188,9.800,15.441,7.903,2.864,-3.409,-4.082,-5.701,110.746,-0.427,73.561,-5.041,9.394,1.228,6,0.493,3,80.304,29.461,0.000,68.942,4,0,16,0,16,2,22,0,0.001
"screen_liperp.csv:1615",0,0,0,0,0,2,1,0,297.743,6.847,537.871,73.820,125.095,262.615,76.341,910.314,2.000,4.500,0.0514979,0.0118318,0.8445281,31.501,10.331,16.713,10.598,2.701,-4.440,-4.380,-5.300,645.098,-0.539,806.819,-2.708,9.137,1.497,2,0.116,3,93.045,0.000,0.000,72.893,4,0,16,0,16,0,21,0,0.021
"screen_liperp.csv:453",0,0,0,0,0,3,0,-2,306.320,4.573,579.941,97.785,144.986,337.170,0.000,984.593,1.000,3.500,0.0212435,0.0060351,0.8253138,34.543,10.914,15.128,8.645,3.373,-5.088,-4.988,-5.967,417.826,-1.036,192.615,-2.716,8.950,1.619,1,0.490,3,93.608,0.000,0.000,81.211,5,0,16,0,16,0,23,0,0.005
"screen_liperp.csv:413",0,0,0,0,0,3,0,-1,292.293,10.856,554.532,0.000,142.536,411.997,0.000,934.276,1.000,3.500,0.1261410,0.0063116,0.8334667,33.244,10.943,16.238,9.076,3.162,-4.687,-4.704,-6.191,440.793,-0.985,204.084,-2.407,8.991,1.580,1,0.356,3,92.786,0.000,0.000,79.958,5,0,16,0,16,0,22,0,0.027
"screen_liperp.csv:1994",0,0,0,0,0,1,0,0,285.729,5.792,519.963,89.309,111.166,248.166,71.321,876.644,2.000,3.000,0.0382626,0.0081595,0.8519387,30.657,9.789,15.359,9.103,3.109,-4.660,-4.601,-5.111,874.400,-0.343,1052.068,-2.598,8.948,0.710,3,0.302,3,100.000,0.000,0.000,61.800,3,0,15,0,15,0,20,0,0.016
"screen_liperp.csv:2212",0,0,0,0,0,3,0,-2,286.332,8.218,551.679,88.234,183.392,280.053,0.000,948.195,2.000,4.000,0.0712185,0.0102539,0.8460778,32.541,10.708,16.996,10.407,2.447,-5.310,-5.330,-5.358,180.630,-1.325,77.809,-3.625,8.789,1.304,2,0.248,3,81.665,0.000,0.000,79.051,3,0,16,0,16,0,22,0,0.000
"screen_liperp.csv:1084",0,0,0,0,0,4,0,-2,289.333,5.677,546.999,109.641,152.355,285.004,0.000,945.749,2.000,4.500,0.0340787,0.0116343,0.8518480,31.848,10.521,16.353,10.490,2.849,-4.102,-4.097,-5.288,355.728,-1.077,161.868,-2.939,9.056,1.225,2,0.125,3,89.290,0.000,0.000,78.954,3,0,14,0,14,0,22,0,0.039
"screen_liperp.csv:1919",1,0,0,0,0,3,0,-1,286.332,1.406,588.991,94.360,130.626,364.006,0.000,986.238,1.000,4.000,0.0020031,0.0067913,0.8135367,34.865,10.996,15.178,9.244,3.305,-6.073,-5.394,-6.285,571.708,-0.933,270.324,-2.357,8.853,1.277,0,0.393,3,95.644,0.000,0.000,64.582,3,0,16,0,16,0,22,1,0.001
"screen_liperp.csv:2026",0,0,0,0,0,1,0,0,271.702,6.666,478.452,0.000,111.137,295.960,71.355,808.604,2.000,3.000,0.0549575,0.0088674,0.8773056,28.391,9.581,14.931,9.328,2.723,-3.936,-4.322,-4.929,874.965,-0.284,1053.255,-2.429,8.964,0.810,2,0.135,3,95.546,0.000,0.000,61.969,3,0,15,0,15,0,19,0,0.115
"screen_liperp.csv:2485",1,0,0,0,0,3,0,-1,287.320,10.495,585.095,94.306,136.465,354.325,0.000,975.224,1.000,5.000,0.1129522,0.0085456,0.8128453,34.332,10.856,17.061,10.193,2.772,-5.636,-5.035,-6.250,503.276,-0.994,235.525,-2.498,8.903,1.341,0,0.170,3,91.534,0.000,0.000,74.098,4,0,16,0,16,0,22,0,0.002
"screen_liperp.csv:2002",0,0,0,0,0,1,0,0,285.729,5.380,525.616,80.377,104.146,278.536,62.557,883.185,2.000,3.000,0.0327782,0.0080717,0.8469623,31.209,9.936,15.434,9.273,3.198,-4.720,-4.601,-5.337,1019.258,-0.311,1111.715,-2.362,8.705,0.909,3,0.317,3,100.000,0.000,0.000,60.246,3,0,15,0,15,0,20,0,0.024
"screen_liperp.csv:2629",0,0,0,0,0,2,1,-1,293.321,8.500,568.500,189.216,121.545,257.740,0.000,963.535,1.000,5.000,0.0749803,0.0087951,0.8298754,33.584,9.990,16.138,9.616,2.697,-4.675,-4.154,-5.514,697.091,-0.734,334.938,-2.660,8.686,0.801,1,0.189,3,93.627,0.000,0.000,77.194,4,0,16,0,16,0,22,0,0.019
"screen_liperp.csv:454",0,0,0,0,0,3,0,-2,306.320,3.204,569.048,97.362,155.412,316.275,0.000,973.703,1.000,3.500,0.0105449,0.0061506,0.8348984,33.908,10.756,14.807,8.547,3.211,-4.893,-4.988,-5.712,332.760,-1.104,150.602,-2.982,8.996,1.670,1,0.463,3,90.886,0.000,0.000,83.439,5,0,16,0,16,0,23,0,0.004
"screen_liperp.csv:2100",0,0,0,0,0,3,1,-2,300.359,6.330,582.297,125.505,158.548,298.244,0.000,1003.293,2.000,4.500,0.0399316,0.0109291,0.8323489,34.920,11.164,17.543,10.928,2.786,-5.696,-5.191,-5.667,310.732,-1.143,139.856,-3.103,8.618,1.184,1,0.304,3,87.867,0.000,0.000,74.594,3,0,17,0,12,0,23,0,0.000
"screen_liperp.csv:2658",0,0,0,0,0,1,0,0,286.717,6.415,514.657,87.757,118.780,236.726,71.394,863.323,2.000,4.000,0.0476650,0.0109915,0.8519802,30.015,9.629,15.820,10.050,2.595,-4.319,-4.278,-5.056,740.477,-0.413,879.843,-2.779,8.908,0.856,4,0.119,3,93.497,0.000,0.000,71.804,4,0,15,0,15,0,20,0,0.023
"screen_liperp.csv:2308",0,0,0,0,0,2,0,-2,292.355,5.391,536.391,73.779,174.430,257.875,30.307,916.444,2.000,4.000,0.0317108,0.0105461,0.8506557,31.701,10.406,16.271,10.389,2.404,-5.345,-5.388,-5.178,219.674,-1.090,140.900,-3.634,9.028,1.180,3,0.211,3,82.937,0.000,0.000,76.929,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:639",0,0,0,0,0,3,0,-2,302.332,4.033,579.564,197.145,160.304,222.115,0.000,992.624,1.000,6.000,0.0163878,0.0103526,0.8303359,33.766,10.302,16.047,10.428,2.159,-5.203,-4.831,-5.337,299.048,-1.167,134.180,-3.403,8.794,1.584,1,0.032,3,83.898,0.000,0.000,90.239,4,0,14,0,14,0,23,0,0.001
"screen_liperp.csv:1175",0,0,0,0,0,2,1,-2,286.332,4.220,553.649,103.646,157.105,292.897,0.000,949.103,1.500,4.500,0.0187616,0.0099546,0.8436060,33.342,10.500,16.016,10.301,2.543,-5.420,-4.949,-5.459,320.679,-1.029,144.701,-3.191,8.418,1.207,2,0.239,3,86.689,0.000,0.000,75.209,3,0,17,0,12,0,22,0,0.001
"screen_liperp.csv:2738",0,0,0,0,0,1,1,0,277.322,4.867,531.549,136.725,106.098,288.726,0.000,913.069,2.000,3.000,0.0259463,0.0079817,0.8562964,32.502,9.918,15.543,9.348,3.149,-4.551,-4.239,-5.234,976.717,-0.461,482.271,-2.362,8.590,0.565,2,0.400,3,100.000,0.000,0.000,60.426,3,0,18,3,15,3,21,0,0.034
"screen_liperp.csv:1560",0,0,0,0,0,3,0,0,297.371,5.604,537.955,76.614,117.333,342.996,1.013,929.838,1.000,4.000,0.0337785,0.0074356,0.8564269,32.407,10.325,14.789,8.888,3.037,-4.455,-4.616,-5.491,764.236,-0.681,374.696,-2.186,8.282,0.889,1,0.258,3,96.331,0.000,0.000,60.117,3,0,16,0,16,0,21,0,0.130
"screen_liperp.csv:2651",0,0,0,0,0,1,0,0,286.717,4.962,527.658,80.093,126.432,260.026,61.107,879.177,2.000,4.000,0.0280026,0.0107207,0.8411299,30.872,9.887,15.844,10.288,2.621,-4.494,-4.278,-5.343,626.530,-0.538,645.081,-2.838,8.823,1.207,4,0.153,3,92.353,0.000,0.000,72.658,4,0,15,0,15,0,20,0,0.013
"screen_liperp.csv:346",0,0,0,0,0,2,0,-1,298.273,3.895,524.305,64.182,169.961,243.527,46.635,890.125,1.000,3.500,0.0170461,0.0066755,0.8535235,30.510,9.281,13.968,8.281,2.684,-4.491,-4.825,-5.064,242.190,-0.998,192.380,-3.602,9.610,1.525,2,0.286,3,85.331,46.635,0.000,85.410,5,0,16,0,16,0,22,0,0.003
"screen_liperp.csv:1693",0,0,0,0,0,3,0,-1,289.333,4.734,525.489,72.879,134.197,318.413,0.000,927.871,2.000,4.500,0.0241546,0.0121105,0.8755064,32.094,10.557,16.368,10.762,2.539,-3.738,-4.217,-5.065,528.817,-0.785,248.471,-2.583,8.644,1.064,1,0.136,3,90.551,0.000,0.000,76.708,3,0,16,0,16,0,22,0,0.138
"screen_liperp.csv:3003",0,0,0,0,0,3,0,-1,298.359,4.984,541.030,77.225,142.074,320.772,0.960,921.894,1.000,4.500,0.0269440,0.0083175,0.8467023,31.877,10.226,14.834,9.405,2.583,-4.316,-4.445,-5.542,445.261,-0.936,208.835,-2.720,8.420,0.939,1,0.139,3,89.475,0.000,0.000,71.549,4,0,16,0,16,0,21,0,0.050
"screen_liperp.csv:735",0,0,0,0,0,2,0,-2,282.298,4.996,539.379,129.589,179.692,230.098,0.000,910.526,1.000,3.500,0.0274076,0.0064889,0.8422975,31.198,9.715,14.115,8.276,2.567,-4.527,-4.372,-5.181,195.830,-1.246,84.909,-3.829,9.025,1.267,3,0.337,3,82.998,0.000,0.000,88.018,5,0,16,0,16,2,21,0,0.001
"screen_liperp.csv:248",0,0,0,0,0,2,0,-1,287.317,3.451,555.080,88.082,121.973,345.025,0.000,942.303,1.000,3.750,0.0126355,0.0067558,0.8374071,33.568,10.419,14.768,8.949,3.176,-4.721,-4.688,-5.808,690.607,-0.717,331.572,-2.360,8.879,1.476,3,0.374,3,96.359,0.000,0.000,63.611,3,0,19,0,19,0,22,0,0.024
"screen_liperp.csv:1303",0,0,0,0,0,5,0,-2,295.343,10.995,590.328,0.000,196.492,393.836,0.000,1001.965,1.500,4.000,0.1206589,0.0082987,0.8203016,34.495,11.954,17.738,10.189,2.903,-5.723,-5.666,-6.318,135.696,-1.685,57.116,-3.273,8.222,1.274,1,0.327,3,82.115,0.000,0.000,77.942,3,0,18,0,18,0,23,1,0.000
"screen_liperp.csv:1536",0,0,0,0,0,2,0,-1,274.321,10.516,553.060,156.257,148.059,248.744,0.000,929.525,1.000,4.000,0.1189666,0.0072325,0.8328501,32.137,9.781,15.815,8.713,2.717,-5.368,-5.154,-5.423,390.715,-0.980,179.143,-3.180,8.610,0.990,2,0.290,3,89.243,0.000,0.000,66.170,3,0,16,0,16,0,21,0,0.000
"screen_liperp.csv:114",1,0,0,0,0,2,1,-1,287.317,6.434,523.614,0.000,127.475,396.138,0.000,900.922,2.000,3.000,0.0459545,0.0081026,0.8615470,32.400,10.730,16.042,9.984,3.053,-4.250,-4.932,-5.661,612.422,-0.702,291.191,-2.281,8.079,1.049,0,0.328,3,94.704,0.000,0.000,64.742,3,0,20,0,20,0,22,0,0.085
"screen_liperp.csv:2317",0,0,0,0,0,2,0,-2,292.355,8.845,536.449,67.198,180.421,246.451,42.379,920.593,2.000,4.000,0.0849917,0.0105450,0.8531302,31.758,10.504,17.101,10.357,2.423,-5.399,-5.388,-5.084,192.739,-1.106,142.442,-3.784,8.918,1.102,3,0.223,3,82.027,0.000,0.000,79.043,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:2223",0,0,0,0,0,3,0,-2,286.332,4.632,554.644,67.395,173.205,314.045,0.000,948.391,2.000,4.000,0.0226275,0.0101991,0.8416702,32.873,10.863,16.436,10.576,2.556,-5.361,-5.330,-5.592,225.632,-1.247,98.959,-3.317,8.913,1.240,2,0.247,3,84.033,0.000,0.000,76.404,3,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:2421",0,0,0,0,0,3,0,-2,287.320,9.183,574.442,94.319,157.871,322.251,0.000,963.729,1.000,5.500,0.0875040,0.0095745,0.8214021,33.566,10.682,16.796,10.588,2.314,-5.290,-4.846,-5.959,315.359,-1.177,142.108,-3.006,8.793,1.510,2,0.048,3,85.216,0.000,0.000,77.239,4,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:207",0,0,0,0,0,4,0,-2,286.332,10.916,566.641,80.970,186.056,299.615,0.000,963.499,1.500,4.500,0.1236666,0.0097263,0.8325770,32.698,10.861,17.283,10.133,2.434,-5.317,-5.189,-5.670,170.424,-1.467,73.068,-3.509,8.415,1.312,1,0.186,3,81.139,0.000,0.000,81.078,3,0,16,0,16,0,22,0,0.000
"screen_liperp.csv:1165",0,0,0,0,0,2,1,-2,286.332,10.361,555.267,86.967,182.415,285.885,0.000,948.161,1.500,4.500,0.1132225,0.0099256,0.8405907,33.237,10.610,17.379,10.429,2.352,-5.447,-4.949,-5.475,184.526,-1.278,79.624,-3.682,8.553,1.384,2,0.235,3,81.276,0.000,0.000,79.425,3,0,17,0,12,0,22,0,0.000
"screen_liperp.csv:1841",0,0,0,0,0,3,0,-1,290.321,8.428,540.197,84.836,137.868,317.494,0.000,933.131,2.000,5.500,0.0761154,0.0143988,0.8548857,32.296,10.536,17.646,11.801,2.048,-3.588,-3.892,-5.394,488.092,-0.875,227.854,-2.654,9.031,1.502,1,-0.017,3,87.057,0.000,0.000,86.092,4,0,16,0,16,0,22,0,0.122
